cidade;estado;populacao;idh;num familias bolsa famila
sebastiao laranjeiras;bahia;11421;0.562;1681
sebastiao leal;piaui;4231;0.723;693
seberi;rio grande do sul;11098;0.712;751
sede nova;rio grande do sul;2996;0.659;131
segredo;rio grande do sul;7301;0.777;491
selbach;rio grande do sul;4912;0.682;109
selviria;mato grosso do sul;6656;0.654;328
sem-peixe;minas gerais;2993;0.603;248
sena madureira;acre;36166;0.538;6559
senador alexandre costa;maranhao;9414;0.661;2244
senador amaral;minas gerais;5201;0.701;493
senador canedo;goias;77511;0.674;5059
senador cortes;minas gerais;2082;0.583;89
senador eloi de souza;rio grande do norte;6201;0.644;1363
senador firmino;minas gerais;7361;0.57;570
senador georgino avelino;rio grande do norte;3854;0.64;547
senador guiomard;acre;19697;0.684;4088
senador jose bento;minas gerais;1855;0.514;101
senador jose porfirio;para;14434;0.602;3425
senador la rocque;maranhao;19359;0.62;2566
senador modestino goncalves;minas gerais;5105;0.619;584
senador pompeu;ceara;25263;0.518;4056
senador rui palmeira;alagoas;13110;0.603;2275
senador sa;ceara;6669;0.693;1166
senador salgado filho;rio grande do sul;2940;0.663;144
senges;parana;20445;0.666;983
senhor do bonfim;bahia;76113;0.631;9882
senhora de oliveira;minas gerais;5873;0.565;532
senhora do porto;minas gerais;3635;0.626;337
senhora dos remedios;minas gerais;10588;0.671;1208
sentinela do sul;rio grande do sul;5598;0.585;360
sento se;bahia;38735;0.76;7443
serafina correa;rio grande do sul;14733;0.56;154
sericita;minas gerais;7345;0.555;712
serido;paraiba;10091;0.598;1988
seringueiras;rondonia;12117;0.652;896
serio;rio grande do sul;2387;0.66;52
seritinga;minas gerais;1818;0.713;64
seropedica;rio de janeiro;78819;0.739;6693
serra;espirito santo;404688;0.773;20774
serra alta;santa catarina;3277;0.686;47
serra azul;sao paulo;10121;0.557;857
serra azul de minas;minas gerais;4479;0.628;546
serra branca;paraiba;12816;0.626;2262
serra da raiz;paraiba;3198;0.677;362
serra da saudade;minas gerais;890;0.582;14
serra de sao bento;rio grande do norte;5973;0.614;1128
serra do mel;rio grande do norte;9627;0.709;2140
serra do navio;amapa;3982;0.595;898
serra do ramalho;bahia;31809;0.696;4345
serra do salitre;minas gerais;10778;0.651;1122
serra dos aimores;minas gerais;8667;0.608;745
serra dourada;bahia;17858;0.586;2752
serra grande;paraiba;3147;0.767;551
serra negra;sao paulo;25912;0.597;542
serra negra do norte;rio grande do norte;7428;0.664;777
serra nova dourada;mato grosso;1447;0.566;199
serra preta;bahia;16168;0.57;2929
serra redonda;paraiba;7915;0.661;1305
serra talhada;pernambuco;80294;0.729;9619
serrana;sao paulo;39574;0.677;1783
serrania;minas gerais;7584;0.519;475
serrano do maranhao;maranhao;11085;0.681;3601
serranopolis;goias;7813;0.633;358
serranopolis de minas;minas gerais;4787;0.762;580
serranopolis do iguacu;parana;4362;0.643;78
serranos;minas gerais;2130;0.547;210
serraria;paraiba;6798;0.592;1075
serrinha;bahia;73859;0.634;1282
serrinha;rio grande do norte;6885;0.598;13272
serrinha dos pintos;rio grande do norte;4504;0.595;803
serrita;pernambuco;18958;0.656;2962
serro;minas gerais;21525;0.59;1123
serrolandia;bahia;12665;0.725;2130
sertaneja;parana;5924;0.613;193
sertania;pernambuco;35914;0.723;5955
sertanopolis;parana;16103;0.751;547
sertao;rio grande do sul;6644;0.689;203
sertao santana;rio grande do sul;6155;0.621;262
sertaozinho;sao paulo;110999;0.761;564
sertaozinho;paraiba;4411;0.673;3926
sete barras;sao paulo;13148;0.683;1007
sete de setembro;rio grande do sul;2134;0.76;105
sete lagoas;minas gerais;225358;0.614;6975
sete quedas;mato grosso do sul;10955;0.542;433
setubinha;minas gerais;11588;0.752;1835
severiano de almeida;rio grande do sul;3966;0.604;70
severiano melo;rio grande do norte;5224;0.715;1101
severinia;sao paulo;15707;0.774;757
sideropolis;santa catarina;12967;0.686;184
sidrolandia;mato grosso do sul;41261;0.581;3681
sigefredo pacheco;piaui;9846;0.654;1953
silva jardim;rio de janeiro;22230;0.709;2293
silvania;goias;19154;0.675;1191
silvanopolis;tocantins;5299;0.742;940
silveira martins;rio grande do sul;2537;0.652;69
silveirania;minas gerais;2193;0.678;165
silveiras;sao paulo;5841;0.632;387
silves;amazonas;8543;0.699;1936
silvianopolis;minas gerais;6261;0.604;419
simao dias;sergipe;38343;0.638;10009
simao pereira;minas gerais;2594;0.575;152
simoes;piaui;14167;0.675;2191
simoes filho;bahia;116662;0.645;12941
simolandia;goias;7331;0.632;977
simonesia;minas gerais;17933;0.627;2020
simplicio mendes;piaui;11886;0.631;2204
sinimbu;rio grande do sul;10706;0.754;414
sinop;mato grosso;114051;0.704;2955
siqueira campos;parana;17411;0.597;660
sirinhaem;pernambuco;38610;0.609;4506
siriri;sergipe;7946;0.617;1417
sitio d'abadia;goias;3510;0.564;353
sitio do mato;bahia;13187;0.533;2433
sitio do quinto;bahia;13811;0.564;2580
sitio novo;rio grande do norte;5471;0.572;3165
sitio novo;maranhao;16086;0.604;722
sitio novo do tocantins;tocantins;9568;0.631;1275
sobradinho;bahia;22026;0.743;3189
sobradinho;rio grande do sul;14744;0.573;484
sobrado;paraiba;7604;0.714;1623
sobral;ceara;182431;0.631;18035
sobralia;minas gerais;6116;0.729;942
socorro;sao paulo;34447;0.561;1494
socorro do piaui;piaui;4733;0.595;942
solanea;paraiba;27951;0.616;4558
soledade;paraiba;13623;0.731;2080
soledade;rio grande do sul;31028;0.697;1587
soledade de minas;minas gerais;5795;0.585;187
solidao;pernambuco;6123;0.625;908
solonopole;ceara;18025;0.728;2169
sombrio;santa catarina;25553;0.681;744
sonora;mato grosso do sul;13334;0.662;515
sooretama;espirito santo;23761;0.798;1573
sorocaba;sao paulo;584313;0.744;17176
sorriso;mato grosso;60028;0.573;2032
sossego;paraiba;3089;0.615;707
soure;para;22459;0.668;3671
sousa;paraiba;65930;0.592;11214
souto soares;bahia;19407;0.667;3334
sucupira;tocantins;1741;0.579;148
sucupira do norte;maranhao;10535;0.568;2258
sucupira do riachao;maranhao;4869;0.747;914
sud mennucci;sao paulo;8141;0.707;200
sul brasil;santa catarina;3150;0.693;85
sulina;parana;3434;0.762;148
sumare;sao paulo;241077;0.627;7181
sume;paraiba;17085;0.611;2846
sumidouro;rio de janeiro;15313;0.635;1530
surubim;pernambuco;56795;0.586;10098
sussuapara;piaui;5759;0.699;893
suzanapolis;sao paulo;3805;0.765;158
suzano;sao paulo;284356;0.701;12906
tabai;rio grande do sul;4338;0.695;125
tabapora;mato grosso;10760;0.735;347
tabapua;sao paulo;11980;0.616;568
tabatinga;amazonas;47948;0.704;7400
tabatinga;sao paulo;14876;0.605;501
tabira;pernambuco;27219;0.769;5240
taboao da serra;sao paulo;227343;0.584;9795
tabocas do brejo velho;bahia;12608;0.612;1638
taboleiro grande;rio grande do norte;2380;0.681;312
tabuleiro;minas gerais;4068;0.645;262
tabuleiro do norte;ceara;29576;0.554;3955
tacaimbo;pernambuco;12273;0.573;2921
tacaratu;pernambuco;22231;0.723;3128
taciba;sao paulo;5675;0.551;274
tacima;paraiba;9854;0.593;1525
tacuru;mato grosso do sul;9554;0.709;1455
taguai;sao paulo;10849;0.634;438
taguatinga;tocantins;14655;0.71;2404
taiacu;sao paulo;6093;0.588;409
tailandia;para;72720;0.761;9290
taio;santa catarina;17522;0.67;238
taiobeiras;minas gerais;31333;0.601;2913
taipas do tocantins;tocantins;1999;0.569;207
taipu;rio grande do norte;12165;0.76;1900
taiuva;sao paulo;5505;0.654;182
talisma;tocantins;2663;0.593;204
tamandare;pernambuco;18999;0.621;3020
tamarana;parana;11577;0.731;616
tambau;sao paulo;22575;0.731;984
tamboara;parana;4804;0.58;215
tamboril;ceara;26857;0.501;4509
tamboril do piaui;piaui;3037;0.748;608
tanabi;sao paulo;24591;0.608;1772
tangara;rio grande do norte;13610;0.737;2489
tangara;santa catarina;8611;0.729;209
tangara da serra;mato grosso;81960;0.654;1947
tangua;rio de janeiro;30531;0.577;3333
tanhacu;bahia;20134;0.555;3429
tanque d'arca;alagoas;5766;0.579;1068
tanque do piaui;piaui;2714;0.599;478
tanque novo;bahia;16466;0.597;2389
tanquinho;bahia;7875;0.645;1637
taparuba;minas gerais;3357;0.502;663
tapaua;amazonas;19884;0.703;2645
tapejara;parana;15367;0.76;411
tapejara;rio grande do sul;19147;0.747;440
tapera;rio grande do sul;10787;0.578;129
taperoa;bahia;19388;0.566;2938
taperoa;paraiba;15236;0.695;3113
tapes;rio grande do sul;17216;0.712;409
tapira;minas gerais;3757;0.697;201
tapira;parana;5904;0.667;240
tapirai;minas gerais;1888;0.681;49
tapirai;sao paulo;7991;0.594;440
tapiramuta;bahia;17879;0.751;2798
tapiratiba;sao paulo;12410;0.714;651
tapurah;mato grosso;11517;0.727;575
taquara;rio grande do sul;55473;0.651;1043
taquaracu de minas;minas gerais;3950;0.759;358
taquaral;sao paulo;2974;0.716;49
taquaral de goias;goias;3471;0.541;242
taquarana;alagoas;18848;0.733;2437
taquari;rio grande do sul;26626;0.748;1266
taquaritinga;sao paulo;55662;0.641;2442
taquaritinga do norte;pernambuco;22657;0.701;3453
taquarituba;sao paulo;23060;0.679;947
taquarivai;sao paulo;5541;0.739;600
taquarucu do sul;rio grande do sul;2925;0.651;60
taquarussu;mato grosso do sul;3165;0.726;227
tarabai;sao paulo;6464;0.539;279
tarauaca;acre;33883;0.576;6900
tarrafas;ceara;8900;0.592;1383
tartarugalzinho;amapa;13769;0.753;2140
taruma;sao paulo;13386;0.633;671
tarumirim;minas gerais;14585;0.599;1353
tasso fragoso;maranhao;6890;0.752;1184
tatui;sao paulo;109017;0.633;3484
taua;ceara;56639;0.8;5347
taubate;sao paulo;273426;0.586;5714
tavares;rio grande do sul;5283;0.656;2392
tavares;paraiba;14487;0.639;405
tefe;amazonas;64671;0.605;8633
teixeira;paraiba;14177;0.685;2977
teixeira de freitas;bahia;125430;0.671;11397
teixeira soares;parana;10548;0.675;854
teixeiras;minas gerais;12187;0.643;806
teixeiropolis;rondonia;5010;0.584;266
tejucuoca;ceara;16180;0.668;3986
tejupa;sao paulo;5067;0.734;231
telemaco borba;parana;69278;0.604;1935
telha;sergipe;2969;0.592;752
tenente ananias;rio grande do norte;9655;0.623;1371
tenente laurentino cruz;rio grande do norte;5369;0.708;999
tenente portela;rio grande do sul;14253;0.581;726
tenorio;paraiba;2921;0.594;429
teodoro sampaio;bahia;8442;0.741;1593
teodoro sampaio;sao paulo;21202;0.566;1566
teofilandia;bahia;21461;0.701;3100
teofilo otoni;minas gerais;130517;0.555;7200
teolandia;bahia;12810;0.564;2681
teotonio vilela;alagoas;41935;0.658;5324
terenos;mato grosso do sul;15276;0.751;727
teresina;piaui;802537;0.661;55933
teresina de goias;goias;2915;0.73;509
teresopolis;rio de janeiro;162075;0.545;5064
terezinha;pernambuco;6774;0.685;1159
terezopolis de goias;goias;5951;0.605;691
terra alta;para;10580;0.728;2455
terra boa;parana;15069;0.689;317
terra de areia;rio grande do sul;10389;0.599;630
terra nova;pernambuco;9801;0.578;1503
terra nova;bahia;12583;0.698;2725
terra nova do norte;mato grosso;15190;0.71;613
terra rica;parana;15060;0.749;377
terra roxa;sao paulo;8619;0.714;234
terra roxa;parana;16734;0.635;341
terra santa;para;16004;0.655;2738
tesouro;mato grosso;3205;0.747;253
teutonia;rio grande do sul;27215;0.589;252
theobroma;rondonia;10325;0.657;578
tiangua;ceara;68588;0.664;11478
tibagi;parana;19421;0.635;2179
tibau;rio grande do norte;3937;0.645;457
tibau do sul;rio grande do norte;11707;0.778;1074
tiete;sao paulo;36211;0.717;941
tigrinhos;santa catarina;1768;0.76;63
tijucas;santa catarina;29674;0.636;931
tijucas do sul;parana;13762;0.618;1495
timbauba;pernambuco;51770;0.64;5123
timbauba dos batistas;rio grande do norte;2380;0.72;229
timbe do sul;santa catarina;5260;0.537;234
timbiras;maranhao;26909;0.784;5036
timbo;santa catarina;35303;0.659;135
timbo grande;santa catarina;7315;0.71;805
timburi;sao paulo;2548;0.649;181
timon;maranhao;150635;0.77;21018
timoteo;minas gerais;79813;0.742;2280
tio hugo;rio grande do sul;2730;0.74;35
tiradentes;minas gerais;6966;0.689;375
tiradentes do sul;rio grande do sul;6991;0.683;138
tiros;minas gerais;7626;0.557;446
tobias barreto;sergipe;49261;0.589;8157
tocantinia;tocantins;6971;0.681;962
tocantinopolis;tocantins;21826;0.688;2333
tocantins;minas gerais;16408;0.696;816
tocos do moji;minas gerais;4084;0.661;224
toledo;parana;116774;0.768;161
toledo;minas gerais;6038;0.551;1441
tomar do geru;sergipe;13717;0.699;2255
tomazina;parana;8808;0.718;513
tombos;minas gerais;8881;0.586;559
tome-acu;para;48607;0.548;9330
tonantins;amazonas;20286;0.618;3061
toritama;pernambuco;33206;0.716;4400
torixoreu;mato grosso;4113;0.683;205
toropi;rio grande do sul;3138;0.714;117
torre de pedra;sao paulo;3149;0.762;105
torres;rio grande do sul;33944;0.744;905
torrinha;sao paulo;9278;0.572;307
touros;rio grande do norte;30549;0.722;4855
trabiju;sao paulo;1519;0.531;165
tracuateua;para;27825;0.605;5102
tracunhaem;pernambuco;13265;0.532;2346
traipu;alagoas;25854;0.562;4230
trairao;para;17134;0.606;2074
trairi;ceara;51386;0.667;12094
trajano de moraes;rio de janeiro;9914;0.719;932
tramandai;rio grande do sul;44040;0.701;1736
travesseiro;rio grande do sul;2471;0.528;7
tremedal;bahia;18433;0.785;3024
tremembe;sao paulo;41159;0.791;1951
tres arroios;rio grande do sul;3079;0.706;3
tres barras;santa catarina;18708;0.681;893
tres barras do parana;parana;12088;0.718;796
tres cachoeiras;rio grande do sul;11022;0.744;207
tres coracoes;minas gerais;75776;0.71;1876
tres coroas;rio grande do sul;24786;0.759;336
tres de maio;rio grande do sul;23893;0.662;611
tres forquilhas;rio grande do sul;3128;0.753;99
tres fronteiras;sao paulo;5163;0.744;203
tres lagoas;mato grosso do sul;89493;0.752;5806
tres marias;minas gerais;28042;0.703;1327
tres palmeiras;rio grande do sul;4469;0.768;307
tres passos;rio grande do sul;23911;0.731;674
tres pontas;minas gerais;54149;0.745;2342
tres ranchos;goias;2967;0.725;168
tres rios;rio de janeiro;76075;0.774;5119
treviso;santa catarina;3692;0.729;54
treze de maio;santa catarina;6791;0.795;59
treze tilias;santa catarina;6004;0.595;73
trindade;goias;104979;0.699;5082
trindade;pernambuco;26250;0.687;4661
trindade do sul;rio grande do sul;6105;0.609;352
triunfo;rio grande do sul;25374;0.67;1668
triunfo;pernambuco;15770;0.733;1962
triunfo;paraiba;9968;0.602;1155
triunfo potiguar;rio grande do norte;3327;0.606;789
trizidela do vale;maranhao;19104;0.653;3219
trombas;goias;3683;0.775;378
trombudo central;santa catarina;6520;0.796;78
tubarao;santa catarina;96529;0.579;1004
tucano;bahia;49827;0.659;10153
tucuma;para;27691;0.747;1983
tucunduva;rio grande do sul;5988;0.666;108
tucurui;para;96010;0.555;10495
tufilandia;maranhao;5687;0.728;1308
tuiuti;sao paulo;6284;0.626;238
tumiritinga;minas gerais;6198;0.752;1022
tunapolis;santa catarina;4775;0.657;42
tunas;rio grande do sul;4551;0.611;411
tunas do parana;parana;6753;0.695;581
tuneiras do oeste;parana;8777;0.572;280
tuntum;maranhao;39380;0.771;5030
tupa;sao paulo;64098;0.719;1552
tupaciguara;minas gerais;23841;0.519;2372
tupanci do sul;rio grande do sul;1781;0.694;56
tupancireta;rio grande do sul;23842;0.709;1865
tupandi;rio grande do sul;3931;0.718;33
tuparendi;rio grande do sul;8866;0.728;177
tuparetama;pernambuco;8678;0.634;1589
tupassi;parana;7947;0.73;257
tupi paulista;sao paulo;14389;0.769;335
tupirama;tocantins;1474;0.67;112
tupiratins;tocantins;2143;0.587;358
turiacu;maranhao;33649;0.561;6713
turilandia;maranhao;21102;0.536;5370
turiuba;sao paulo;2040;0.751;76
turmalina;sao paulo;1958;0.682;1558
turmalina;minas gerais;18134;0.736;63
turucu;rio grande do sul;4000;0.629;178
tururu;ceara;14308;0.606;3025
turvania;goias;5085;0.697;336
turvelandia;goias;4068;0.691;390
turvo;santa catarina;11427;0.672;959
turvo;parana;14363;0.74;139
turvolandia;minas gerais;5020;0.696;201
tutoia;maranhao;48424;0.561;10552
uarini;amazonas;10108;0.527;2370
uaua;bahia;25159;0.605;5114
uba;minas gerais;99708;0.724;2649
ubai;minas gerais;12499;0.609;1719
ubaira;bahia;21428;0.582;3418
ubaitaba;bahia;20333;0.611;2115
ubajara;ceara;31247;0.648;4755
ubaporanga;minas gerais;12561;0.614;1260
ubarana;sao paulo;4855;0.7;208
ubata;bahia;26355;0.593;2054
ubatuba;sao paulo;81096;0.751;4723
uberaba;minas gerais;296261;0.772;5102
uberlandia;minas gerais;634345;0.789;12038
ubirajara;sao paulo;4472;0.727;257
ubirata;parana;21558;0.739;1004
ubiretama;rio grande do sul;2451;0.7;51
uchoa;sao paulo;9818;0.721;124
uibai;bahia;14203;0.617;2662
uiramuta;roraima;7934;0.453;1274
uirapuru;goias;3117;0.67;324
uirauna;paraiba;14963;0.636;1962
ulianopolis;para;36020;0.604;3580
umari;ceara;7891;0.591;1323
umarizal;rio grande do norte;10913;0.618;1894
umbauba;sergipe;21397;0.579;3746
umburanas;bahia;17096;0.515;2895
umburatiba;minas gerais;2844;0.638;364
umbuzeiro;paraiba;9450;0.584;1416
umirim;ceara;19044;0.587;3208
umuarama;parana;99606;0.761;2374
una;bahia;24650;0.56;3541
unai;minas gerais;78125;0.736;3817
uniao;piaui;43135;0.577;7700
uniao da serra;rio grande do sul;1649;0.733;14
uniao da vitoria;parana;53466;0.74;2176
uniao de minas;minas gerais;4735;0.672;400
uniao do oeste;santa catarina;3084;0.705;67
uniao do sul;mato grosso;4093;0.665;299
uniao dos palmares;alagoas;62727;0.593;9460
uniao paulista;sao paulo;1522;0.749;35
uniflor;parana;2495;0.72;73
unistalda;rio grande do sul;2396;0.649;229
upanema;rio grande do norte;13334;0.596;2136
urai;parana;11774;0.721;511
urandi;bahia;16289;0.598;2487
urania;sao paulo;9007;0.746;419
urbano santos;maranhao;22938;0.588;6052
uru;sao paulo;1395;0.712;77
uruacu;goias;34470;0.737;1296
uruana;goias;14115;0.703;893
uruana de minas;minas gerais;2747;0.664;529
uruara;para;33782;0.589;6112
urubici;santa catarina;10825;0.694;353
uruburetama;ceara;20627;0.639;4357
urucania;minas gerais;10502;0.633;411
urucara;amazonas;15780;0.62;2947
urucuca;bahia;23237;0.616;4123
urucui;piaui;19811;0.631;3138
urucuia;minas gerais;12203;0.619;1371
urucurituba;amazonas;18541;0.588;3525
uruguaiana;rio grande do sul;127045;0.744;6477
uruoca;ceara;13820;0.566;2203
urupa;rondonia;13661;0.609;862
urupema;santa catarina;2578;0.699;195
urupes;sao paulo;12388;0.745;480
urussanga;santa catarina;19936;0.772;312
urutai;goias;2720;0.732;72
utinga;bahia;20448;0.59;3116
vacaria;rio grande do sul;62831;0.721;1856
vale de sao domingos;mato grosso;2955;0.656;195
vale do anari;rondonia;9100;0.584;647
vale do paraiso;rondonia;8913;0.627;512
vale do sol;rio grande do sul;11273;0.624;225
vale real;rio grande do sul;5031;0.737;36
vale verde;rio grande do sul;3392;0.646;151
valenca;rio de janeiro;75819;0.623;7567
valenca;bahia;89597;0.738;4823
valenca do piaui;piaui;20303;0.647;2331
valente;bahia;22295;0.637;3700
valentim gentil;sao paulo;10082;0.735;587
valinhos;sao paulo;107481;0.819;1792
valparaiso;sao paulo;22514;0.725;775
